Mayor60Años,Conyuge,Dependientes,MesesDeContrato,TelefonoFijo,VariasLineasTelefonicas,ServicioDeInternet,SeguridadOnline,BackupOnline,SeguroEnDispositivo,SoporteTecnico,TVCable,Streaming,TipoDeContrato,PagoOnline,FormaDePago,CuentaMensual,Churn
1,No,No,55,No,SinServicioTelefonico,DSL,Si,Si,No,No,Si,No,Mensual,Si,ChequeDigital,44.85,No
1,Si,No,69,No,SinServicioTelefonico,DSL,No,No,Si,No,No,No,UnAño,Si,TarjetaDeCredito,29.8,No
0,No,No,66,Si,Si,FibraOptica,No,Si,No,No,Si,No,UnAño,Si,DebitoEnCuenta,88.9,No
0,Si,Si,37,Si,No,DSL,Si,No,Si,Si,No,No,UnAño,Si,ChequePapel,58.75,No
1,Si,No,9,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,UnAño,No,TarjetaDeCredito,19.85,No
0,Si,Si,69,Si,Si,DSL,Si,No,Si,Si,Si,Si,DosAños,No,DebitoEnCuenta,86.9,No
0,No,No,10,Si,No,DSL,No,Si,No,No,Si,No,Mensual,Si,ChequePapel,59.65,No
0,No,Si,40,Si,No,DSL,Si,Si,No,No,No,No,Mensual,Si,ChequePapel,55.25,Si
0,No,Si,13,Si,No,DSL,No,No,No,No,Si,Si,Mensual,No,TarjetaDeCredito,66.4,No
0,No,No,6,Si,Si,FibraOptica,No,Si,No,No,Si,No,Mensual,Si,ChequeDigital,90.1,Si
0,Si,Si,69,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,DosAños,No,DebitoEnCuenta,20.15,No
1,Si,No,66,Si,Si,FibraOptica,No,Si,Si,Si,Si,Si,UnAño,Si,TarjetaDeCredito,108.1,No
0,No,No,11,Si,Si,DSL,No,No,Si,No,No,No,Mensual,No,ChequeDigital,53.75,Si
0,Si,Si,46,Si,No,DSL,Si,No,Si,Si,No,No,UnAño,No,ChequePapel,56.9,No
0,No,No,6,Si,No,FibraOptica,No,No,No,No,Si,Si,Mensual,No,ChequeDigital,89.3,Si
0,Si,Si,56,Si,Si,FibraOptica,Si,No,Si,Si,Si,Si,Mensual,Si,ChequePapel,109.6,No
0,Si,Si,70,Si,Si,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,DosAños,No,TarjetaDeCredito,25.15,No
0,Si,Si,33,Si,Si,DSL,No,No,Si,Si,Si,Si,UnAño,Si,ChequeDigital,79.15,No
0,Si,Si,72,Si,Si,DSL,Si,Si,No,Si,No,No,DosAños,No,TarjetaDeCredito,66.75,No
0,Si,No,3,Si,Si,FibraOptica,No,No,No,No,Si,Si,Mensual,Si,ChequeDigital,95.2,Si
0,No,Si,19,Si,No,DSL,No,No,No,Si,No,No,Mensual,No,ChequePapel,48.8,No
1,No,No,5,No,SinServicioTelefonico,DSL,No,No,No,No,Si,Si,Mensual,No,ChequeDigital,45.7,Si
0,Si,No,71,Si,No,DSL,No,Si,Si,Si,Si,Si,DosAños,Si,TarjetaDeCredito,80.7,No
0,Si,No,8,Si,No,FibraOptica,Si,No,No,No,No,No,Mensual,Si,ChequeDigital,74.5,Si
0,No,No,1,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Mensual,No,TarjetaDeCredito,20.55,No
0,No,No,1,Si,No,FibraOptica,No,No,No,No,Si,No,Mensual,Si,ChequeDigital,79.65,Si
0,No,No,61,Si,Si,FibraOptica,Si,Si,Si,Si,Si,Si,UnAño,Si,ChequePapel,115.1,No
0,Si,Si,71,No,SinServicioTelefonico,DSL,Si,Si,No,Si,Si,Si,DosAños,No,DebitoEnCuenta,59.7,No
0,Si,No,68,Si,Si,FibraOptica,No,Si,Si,No,No,No,UnAño,No,TarjetaDeCredito,86.45,No
0,No,No,46,No,SinServicioTelefonico,DSL,No,No,Si,Si,No,No,UnAño,No,TarjetaDeCredito,33.7,No
0,No,No,33,Si,Si,FibraOptica,Si,No,No,No,No,No,UnAño,No,DebitoEnCuenta,80.1,No
0,Si,Si,53,Si,Si,FibraOptica,Si,Si,Si,Si,No,Si,DosAños,Si,DebitoEnCuenta,104.05,No
1,Si,No,50,Si,Si,FibraOptica,Si,Si,Si,No,Si,Si,Mensual,No,DebitoEnCuenta,108.75,No
0,No,No,57,No,SinServicioTelefonico,DSL,Si,No,Si,Si,No,No,UnAño,Si,TarjetaDeCredito,41.1,No
0,Si,Si,54,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,DosAños,Si,DebitoEnCuenta,20.35,No
1,Si,No,60,Si,Si,FibraOptica,No,Si,Si,No,Si,Si,Mensual,Si,ChequeDigital,105.9,No
1,Si,No,28,Si,Si,FibraOptica,No,No,No,Si,Si,Si,Mensual,Si,TarjetaDeCredito,101.3,Si
0,Si,Si,1,Si,No,FibraOptica,No,No,No,No,Si,No,Mensual,Si,ChequePapel,80.05,Si
0,Si,Si,29,Si,Si,FibraOptica,No,No,Si,No,No,Si,Mensual,Si,ChequeDigital,89.2,Si
0,Si,Si,10,Si,No,DSL,No,Si,No,Si,No,Si,Mensual,Si,ChequeDigital,65.5,No
0,No,Si,43,No,SinServicioTelefonico,DSL,Si,Si,Si,No,No,No,Mensual,Si,ChequeDigital,40.45,No
1,Si,No,13,Si,No,FibraOptica,No,No,No,No,No,No,Mensual,No,DebitoEnCuenta,70.45,No
0,Si,No,43,Si,No,DSL,Si,No,Si,Si,Si,Si,DosAños,Si,ChequeDigital,78.8,No
0,Si,Si,19,Si,Si,FibraOptica,No,No,No,No,No,Si,Mensual,Si,ChequeDigital,83.65,Si
0,Si,Si,1,Si,No,FibraOptica,No,No,No,No,Si,Si,Mensual,Si,ChequeDigital,90.1,No
0,No,No,69,Si,No,DSL,Si,No,Si,Si,Si,Si,DosAños,Si,TarjetaDeCredito,82.45,No
0,Si,No,61,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,DosAños,No,TarjetaDeCredito,20.25,No
0,Si,No,43,Si,Si,DSL,Si,Si,No,Si,No,No,Mensual,No,DebitoEnCuenta,66.25,No
0,Si,No,6,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Mensual,No,DebitoEnCuenta,19.5,Si
0,No,No,1,Si,No,DSL,No,No,No,Si,No,No,Mensual,No,ChequePapel,51.25,Si
0,Si,No,56,Si,No,FibraOptica,No,No,No,No,Si,Si,Mensual,No,ChequePapel,89.7,No
0,Si,No,70,No,SinServicioTelefonico,DSL,Si,Si,Si,Si,Si,Si,DosAños,No,DebitoEnCuenta,64.55,No
0,No,No,1,Si,No,DSL,No,No,No,No,No,No,Mensual,Si,ChequeDigital,45.6,Si
0,Si,Si,49,Si,Si,FibraOptica,No,Si,Si,No,Si,No,UnAño,Si,ChequeDigital,93.65,No
0,No,No,6,Si,No,DSL,No,No,No,Si,No,No,Mensual,Si,DebitoEnCuenta,49.65,Si
0,Si,Si,32,Si,No,DSL,Si,Si,Si,Si,No,Si,DosAños,No,ChequePapel,73.6,No
1,Si,No,72,Si,Si,FibraOptica,Si,No,Si,Si,Si,Si,DosAños,Si,ChequePapel,109.75,No
0,No,Si,37,Si,No,DSL,Si,Si,No,Si,No,No,DosAños,No,TarjetaDeCredito,61.45,No
0,Si,No,69,Si,No,FibraOptica,Si,Si,No,Si,Si,Si,UnAño,Si,TarjetaDeCredito,106.4,No
0,Si,No,26,Si,No,DSL,No,Si,Si,Si,Si,Si,Mensual,No,DebitoEnCuenta,81.9,No
0,Si,Si,58,Si,Si,FibraOptica,No,Si,Si,No,Si,Si,UnAño,Si,TarjetaDeCredito,105.2,No
0,No,No,24,Si,Si,DSL,No,No,No,Si,No,No,UnAño,No,DebitoEnCuenta,54.6,No
0,Si,Si,5,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,UnAño,No,ChequeDigital,20.55,No
0,Si,Si,15,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Mensual,Si,ChequeDigital,20.0,Si
0,Si,Si,30,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,DosAños,No,ChequePapel,19.7,No
0,Si,No,55,Si,Si,DSL,Si,Si,No,Si,No,No,UnAño,Si,TarjetaDeCredito,66.05,No
0,Si,No,25,No,SinServicioTelefonico,DSL,No,No,No,No,Si,No,Mensual,Si,DebitoEnCuenta,34.0,Si
1,Si,No,10,Si,No,FibraOptica,No,Si,Si,Si,Si,No,Mensual,Si,ChequePapel,92.5,Si
0,Si,Si,44,No,SinServicioTelefonico,DSL,Si,Si,Si,Si,No,Si,DosAños,Si,TarjetaDeCredito,54.05,No
0,No,No,47,Si,No,DSL,Si,Si,No,Si,No,No,UnAño,Si,ChequePapel,58.9,No
0,Si,Si,13,Si,No,FibraOptica,No,No,No,No,Si,Si,Mensual,No,ChequeDigital,88.35,Si
0,Si,Si,49,Si,Si,FibraOptica,No,Si,Si,Si,Si,Si,DosAños,Si,DebitoEnCuenta,107.95,Si
0,Si,No,64,Si,No,FibraOptica,Si,No,No,Si,Si,Si,UnAño,Si,ChequePapel,96.9,No
0,No,No,1,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Mensual,No,ChequePapel,19.1,No
0,No,No,20,Si,No,DSL,No,No,No,Si,No,No,Mensual,No,ChequePapel,50.0,No
0,Si,No,37,No,SinServicioTelefonico,DSL,Si,No,No,Si,Si,No,DosAños,No,ChequeDigital,45.4,No
0,Si,Si,30,Si,Si,FibraOptica,No,No,No,No,Si,No,Mensual,No,ChequeDigital,85.45,No
0,No,No,38,Si,Si,DSL,Si,Si,Si,No,Si,Si,UnAño,No,DebitoEnCuenta,84.1,No
1,No,No,1,Si,Si,FibraOptica,No,No,No,No,No,No,Mensual,Si,ChequePapel,74.45,Si
0,No,No,37,Si,No,DSL,No,No,No,No,Si,Si,Mensual,Si,ChequeDigital,64.75,Si
0,Si,No,52,No,SinServicioTelefonico,DSL,Si,Si,Si,Si,Si,Si,DosAños,No,TarjetaDeCredito,66.25,No
0,No,Si,71,Si,No,DSL,Si,Si,Si,Si,Si,No,DosAños,Si,TarjetaDeCredito,76.9,No
0,No,No,26,Si,No,FibraOptica,No,Si,Si,No,Si,No,Mensual,No,ChequeDigital,89.8,Si
0,No,No,66,Si,Si,DSL,Si,Si,Si,No,No,Si,DosAños,Si,TarjetaDeCredito,74.6,No
0,Si,No,72,Si,Si,FibraOptica,Si,Si,Si,Si,Si,Si,DosAños,Si,TarjetaDeCredito,116.95,No
0,No,Si,25,No,SinServicioTelefonico,DSL,Si,No,No,No,Si,No,UnAño,Si,TarjetaDeCredito,40.65,No
0,Si,Si,69,Si,Si,FibraOptica,Si,Si,Si,Si,Si,Si,DosAños,Si,DebitoEnCuenta,114.35,No
0,Si,Si,53,Si,Si,DSL,Si,Si,No,No,No,Si,DosAños,No,DebitoEnCuenta,69.7,No
0,No,No,12,Si,No,FibraOptica,No,No,Si,No,Si,Si,UnAño,No,ChequePapel,95.5,Si
0,No,No,26,Si,No,FibraOptica,No,No,Si,Si,Si,Si,Mensual,Si,ChequeDigital,98.65,No
0,No,No,21,Si,No,DSL,No,No,Si,No,No,Si,Mensual,No,ChequePapel,61.65,No
0,No,Si,1,Si,No,FibraOptica,No,No,No,No,Si,Si,Mensual,Si,ChequeDigital,89.35,No
0,No,No,48,Si,Si,FibraOptica,Si,No,No,Si,No,Si,Mensual,Si,ChequeDigital,95.4,No
0,Si,No,26,No,SinServicioTelefonico,DSL,Si,No,Si,No,No,No,UnAño,No,TarjetaDeCredito,35.4,No
0,Si,No,60,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,DosAños,No,ChequePapel,19.95,No
0,No,No,18,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Mensual,No,ChequePapel,19.25,No
1,No,No,10,No,SinServicioTelefonico,DSL,No,No,No,Si,No,No,Mensual,Si,ChequeDigital,29.65,Si
0,Si,Si,5,Si,Si,FibraOptica,Si,No,Si,No,No,No,Mensual,Si,ChequeDigital,84.5,Si
0,No,Si,4,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,UnAño,Si,ChequePapel,20.4,No
0,Si,Si,65,Si,Si,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,DosAños,No,TarjetaDeCredito,24.75,No
0,Si,Si,70,Si,Si,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,DosAños,No,ChequePapel,25.35,No
0,No,No,18,Si,Si,FibraOptica,No,No,Si,No,No,Si,Mensual,Si,TarjetaDeCredito,90.7,Si
0,No,Si,62,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,DosAños,No,DebitoEnCuenta,20.0,No
0,Si,Si,66,Si,No,DSL,Si,No,No,No,Si,No,DosAños,Si,ChequeDigital,59.75,No
0,Si,Si,65,Si,Si,DSL,Si,Si,No,Si,Si,Si,DosAños,Si,DebitoEnCuenta,82.5,No
1,No,No,3,Si,No,FibraOptica,No,No,No,No,No,No,Mensual,Si,ChequeDigital,70.3,Si
0,No,No,34,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Mensual,No,ChequePapel,20.35,No
0,Si,Si,16,Si,Si,FibraOptica,No,No,Si,No,Si,No,Mensual,Si,DebitoEnCuenta,90.8,No
0,No,No,54,Si,Si,FibraOptica,Si,No,Si,No,Si,Si,UnAño,Si,DebitoEnCuenta,103.95,Si
1,No,No,50,Si,Si,FibraOptica,No,No,Si,Si,Si,Si,Mensual,Si,ChequeDigital,104.95,No
0,Si,No,71,Si,No,FibraOptica,No,Si,Si,Si,Si,Si,DosAños,Si,ChequeDigital,105.25,No
0,No,No,10,Si,Si,FibraOptica,No,No,No,No,No,No,Mensual,Si,ChequeDigital,74.75,Si
0,No,No,1,Si,No,DSL,No,No,No,Si,No,No,Mensual,Si,ChequeDigital,50.8,Si
0,No,No,18,Si,Si,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,UnAño,No,ChequePapel,23.75,No
0,No,No,4,Si,No,DSL,No,No,No,Si,Si,No,Mensual,Si,ChequeDigital,61.3,No
0,Si,Si,58,Si,Si,DSL,Si,No,Si,Si,Si,No,DosAños,No,ChequePapel,75.8,No
0,Si,No,56,Si,Si,FibraOptica,Si,No,No,No,Si,Si,UnAño,Si,ChequeDigital,98.0,No
0,No,No,2,Si,No,FibraOptica,No,No,No,No,Si,No,Mensual,Si,ChequeDigital,80.25,Si
0,Si,No,32,Si,Si,FibraOptica,No,No,Si,No,No,No,Mensual,Si,ChequeDigital,78.9,Si
0,Si,Si,56,No,SinServicioTelefonico,DSL,Si,Si,No,Si,Si,No,UnAño,Si,ChequePapel,52.0,No
0,No,No,36,Si,Si,FibraOptica,No,No,No,No,No,Si,Mensual,Si,ChequeDigital,84.75,Si
0,No,No,4,Si,Si,DSL,No,No,No,Si,Si,No,Mensual,Si,ChequePapel,64.4,No
0,No,No,53,Si,Si,FibraOptica,No,No,No,No,Si,No,Mensual,No,DebitoEnCuenta,85.45,Si
0,No,No,10,Si,No,DSL,No,No,No,No,No,No,Mensual,Si,TarjetaDeCredito,45.8,No
0,No,No,4,No,SinServicioTelefonico,DSL,No,No,No,Si,No,No,Mensual,No,ChequeDigital,30.5,No
0,Si,Si,1,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Mensual,No,ChequePapel,19.9,Si
0,Si,No,51,Si,No,FibraOptica,No,No,No,No,No,No,Mensual,No,ChequePapel,69.15,No
1,No,No,12,Si,Si,FibraOptica,No,No,Si,No,Si,Si,Mensual,Si,ChequeDigital,99.45,Si
0,No,No,6,No,SinServicioTelefonico,DSL,No,No,No,Si,Si,Si,UnAño,Si,ChequePapel,49.25,No
0,Si,Si,63,No,SinServicioTelefonico,DSL,No,Si,Si,Si,No,No,DosAños,No,DebitoEnCuenta,39.35,No
0,No,No,1,Si,No,FibraOptica,No,No,No,No,No,No,Mensual,Si,ChequeDigital,70.6,Si
0,Si,No,48,Si,Si,FibraOptica,No,Si,No,Si,Si,Si,Mensual,Si,TarjetaDeCredito,105.1,No
0,No,No,5,Si,No,FibraOptica,No,No,No,No,Si,No,Mensual,Si,TarjetaDeCredito,81.0,Si
0,No,Si,35,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,UnAño,Si,TarjetaDeCredito,20.1,No
0,No,No,6,Si,No,FibraOptica,No,Si,No,No,Si,No,Mensual,Si,ChequeDigital,84.85,Si
0,No,No,2,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Mensual,No,ChequePapel,19.75,No
0,No,No,50,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,UnAño,No,DebitoEnCuenta,19.75,No
0,No,No,33,Si,No,FibraOptica,No,No,No,No,No,No,Mensual,Si,DebitoEnCuenta,70.4,No
0,No,No,31,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,DosAños,No,ChequePapel,20.45,No
0,Si,Si,9,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,DosAños,No,ChequePapel,20.35,No
0,Si,Si,54,Si,Si,DSL,No,Si,Si,Si,Si,Si,Mensual,Si,ChequeDigital,86.2,No
0,No,No,46,Si,No,FibraOptica,Si,Si,Si,No,Si,No,UnAño,Si,TarjetaDeCredito,95.65,No
0,No,Si,34,Si,Si,FibraOptica,Si,Si,No,No,Si,Si,UnAño,Si,ChequeDigital,103.8,No
0,Si,Si,71,Si,Si,FibraOptica,Si,No,No,No,Si,Si,DosAños,Si,ChequeDigital,97.2,No
0,Si,Si,63,Si,No,DSL,Si,Si,Si,Si,No,No,DosAños,No,ChequePapel,63.55,No
0,No,No,51,Si,Si,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,DosAños,No,DebitoEnCuenta,24.95,No
1,No,No,26,Si,Si,FibraOptica,No,Si,No,No,Si,No,Mensual,Si,ChequeDigital,89.15,Si
0,Si,No,64,Si,No,FibraOptica,Si,No,Si,No,Si,Si,DosAños,Si,DebitoEnCuenta,99.0,No
1,Si,No,1,No,SinServicioTelefonico,DSL,No,No,No,No,No,No,Mensual,Si,ChequeDigital,24.8,Si
1,Si,No,61,Si,Si,FibraOptica,No,Si,No,Si,No,No,UnAño,Si,DebitoEnCuenta,85.55,No
0,No,No,15,Si,No,FibraOptica,No,No,Si,No,Si,Si,Mensual,Si,TarjetaDeCredito,94.0,No
0,No,No,64,Si,Si,FibraOptica,No,Si,No,Si,Si,Si,UnAño,Si,TarjetaDeCredito,105.65,Si
0,No,No,18,Si,Si,DSL,No,No,No,No,No,No,Mensual,Si,ChequeDigital,50.3,No
0,Si,Si,57,Si,No,FibraOptica,No,Si,No,No,Si,Si,UnAño,Si,ChequeDigital,95.0,No
0,Si,Si,14,Si,No,DSL,Si,Si,No,No,No,Si,DosAños,Si,DebitoEnCuenta,61.4,No
1,No,No,18,Si,Si,FibraOptica,No,Si,No,No,No,No,Mensual,Si,TarjetaDeCredito,80.55,No
1,Si,No,72,Si,Si,FibraOptica,Si,No,No,No,No,No,DosAños,No,DebitoEnCuenta,78.5,No
0,Si,No,70,Si,Si,FibraOptica,Si,Si,Si,Si,Si,Si,DosAños,No,TarjetaDeCredito,114.3,No
0,No,No,38,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,DosAños,No,ChequePapel,20.05,No
0,Si,Si,68,Si,No,DSL,Si,Si,Si,Si,No,No,DosAños,No,TarjetaDeCredito,62.65,No
0,No,No,13,Si,No,FibraOptica,No,No,No,No,No,Si,Mensual,Si,ChequeDigital,80.85,Si
1,Si,No,65,Si,Si,FibraOptica,Si,Si,No,No,Si,No,DosAños,Si,TarjetaDeCredito,92.7,No
0,No,No,30,Si,Si,FibraOptica,No,No,Si,No,Si,Si,Mensual,No,ChequeDigital,100.45,No
0,Si,No,51,Si,Si,DSL,No,No,No,Si,Si,Si,DosAños,Si,DebitoEnCuenta,75.2,No
0,No,No,31,Si,Si,FibraOptica,Si,No,Si,No,No,No,Mensual,Si,TarjetaDeCredito,84.75,No
0,Si,No,9,Si,No,FibraOptica,No,No,No,No,Si,Si,Mensual,No,ChequeDigital,89.45,Si
0,Si,Si,72,Si,Si,DSL,Si,Si,Si,Si,No,Si,DosAños,Si,DebitoEnCuenta,79.5,No
0,No,No,10,Si,Si,DSL,No,No,No,No,Si,Si,Mensual,Si,TarjetaDeCredito,72.15,Si
0,No,No,37,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,UnAño,Si,ChequeDigital,19.8,No
0,No,No,2,Si,No,DSL,No,No,Si,Si,Si,Si,Mensual,No,ChequeDigital,76.4,Si
0,No,No,55,Si,No,FibraOptica,Si,Si,No,No,Si,Si,UnAño,Si,ChequePapel,100.9,No
0,No,Si,33,Si,Si,FibraOptica,Si,No,Si,No,No,Si,Mensual,Si,DebitoEnCuenta,95.3,No
0,Si,Si,46,Si,No,FibraOptica,No,No,Si,Si,No,Si,UnAño,No,DebitoEnCuenta,90.95,No
0,No,Si,1,Si,No,DSL,Si,No,No,Si,No,No,Mensual,No,ChequeDigital,54.5,No
1,No,No,20,Si,Si,DSL,No,No,No,No,No,Si,Mensual,Si,ChequePapel,61.6,Si
0,Si,No,9,Si,No,FibraOptica,No,Si,Si,No,No,No,Mensual,Si,ChequeDigital,79.9,Si
1,No,No,32,Si,Si,FibraOptica,No,No,No,No,Si,Si,Mensual,Si,TarjetaDeCredito,96.15,Si
0,Si,Si,19,Si,No,DSL,No,No,Si,No,No,No,Mensual,Si,DebitoEnCuenta,49.6,No
0,Si,No,70,Si,Si,DSL,Si,No,Si,Si,No,No,DosAños,No,TarjetaDeCredito,65.3,Si
0,No,Si,61,Si,Si,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,DosAños,Si,TarjetaDeCredito,25.0,No
0,No,No,26,Si,No,DSL,No,No,No,No,No,No,Mensual,No,ChequeDigital,45.45,No
0,Si,No,45,Si,Si,FibraOptica,No,Si,Si,No,Si,Si,Mensual,Si,DebitoEnCuenta,107.75,No
0,Si,Si,62,Si,Si,FibraOptica,No,No,Si,No,Si,No,DosAños,Si,TarjetaDeCredito,89.1,No
0,No,No,1,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Mensual,No,ChequePapel,19.65,Si
0,No,No,3,Si,No,DSL,No,No,No,No,No,No,Mensual,No,ChequePapel,44.75,No
0,Si,Si,41,Si,Si,FibraOptica,Si,Si,Si,No,No,Si,UnAño,Si,DebitoEnCuenta,101.6,No
0,Si,Si,67,Si,No,FibraOptica,No,Si,Si,Si,Si,Si,DosAños,No,DebitoEnCuenta,103.15,No
0,No,No,1,Si,Si,FibraOptica,No,No,No,No,Si,No,Mensual,Si,ChequePapel,84.65,Si
0,Si,No,71,Si,Si,FibraOptica,Si,Si,No,No,Si,No,UnAño,No,ChequePapel,95.65,No
0,Si,Si,37,Si,No,DSL,Si,Si,No,No,Si,Si,UnAño,No,DebitoEnCuenta,75.1,No
0,Si,No,60,Si,No,DSL,Si,Si,No,Si,No,No,DosAños,Si,ChequePapel,61.35,No
1,Si,No,1,Si,No,FibraOptica,No,No,No,No,No,No,Mensual,Si,ChequeDigital,69.55,Si
0,No,No,6,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Mensual,No,TarjetaDeCredito,19.7,No
0,No,No,13,No,SinServicioTelefonico,DSL,No,Si,No,No,No,No,Mensual,Si,ChequeDigital,31.05,Si
0,Si,Si,11,Si,No,DSL,Si,No,No,No,No,No,Mensual,No,DebitoEnCuenta,51.0,No
0,No,No,7,Si,No,DSL,Si,No,No,No,No,No,Mensual,Si,ChequePapel,51.0,Si
0,Si,Si,10,Si,No,FibraOptica,No,No,No,No,Si,Si,Mensual,Si,ChequeDigital,88.85,No
0,Si,No,34,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,DosAños,No,TarjetaDeCredito,20.05,No
0,No,No,62,Si,No,DSL,Si,No,No,Si,No,Si,DosAños,Si,ChequePapel,65.1,No
0,Si,No,64,Si,Si,DSL,No,Si,No,Si,No,Si,UnAño,Si,ChequePapel,70.15,No
0,Si,Si,1,Si,No,DSL,No,No,No,No,No,No,Mensual,Si,DebitoEnCuenta,44.35,Si
0,No,No,25,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,DosAños,Si,ChequePapel,20.75,No
0,No,No,26,Si,No,DSL,No,Si,Si,No,No,No,UnAño,Si,ChequePapel,56.05,No
0,No,Si,10,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,UnAño,Si,DebitoEnCuenta,19.95,No
0,No,No,53,Si,Si,FibraOptica,Si,Si,Si,No,Si,No,UnAño,No,ChequePapel,98.6,No
0,No,No,7,Si,No,FibraOptica,No,No,No,No,Si,No,Mensual,Si,ChequeDigital,79.7,Si
0,No,No,33,Si,No,FibraOptica,No,Si,Si,No,No,No,Mensual,Si,TarjetaDeCredito,79.0,No
1,Si,No,71,Si,No,FibraOptica,No,Si,Si,No,No,Si,DosAños,No,TarjetaDeCredito,89.45,No
0,No,No,29,Si,Si,FibraOptica,No,No,No,No,No,No,Mensual,Si,ChequeDigital,74.2,No
