nFacID;cFacSerie;cFacNumero;cComCodigo;cConVoucher;idProveedor;nMon_ID;nTC;desRUC;desProveedor;desDireccion;idFormaPago;Descripcion;cMonNombre;nComDetalle;idInsumo;nFacDCantidad;nFacDPrecio;nFacDAfecto;nFacDExento;nFacDDcto;nFacDIGV;nFacDIGVPercep;nFacDMonto;cInsCod;cInsSerie;DesLogIns;idUnidadMedida;DesLogUniMed;idTipoInsumo;DesTipoInsumo;nSubID;cSubDescripcion;dFacFecDoc;dFacFecOpera;dFechaSistema;dFacFecAnulo;dFechaVencimiento;dFacFecCancelo;nSucID;cSucCodigo;cSucNombre;cFacOCRefer;idContrato;Contrato;Nombre;sFacTipo;nFacMonto;cMonSimbolo;nNotUnico;cUsuFecha;estado
463;037;0001707        ;FC ;13    ;1;2;2.979;20302241598              ;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;AV. ARGENTINA 4453 - CALLAO                                                                         ;20;CHEQUE DIFERIDO 30 DIAS;Dólares Americanos;FACTURA;2591;1;3.45;3.45;0;0;0.6555;0;4.1055;7002211410CP                                      ;                                                                                                    ;JUNTA ANULAR                                                                                        ;1;UNIDAD (ES)                                       ;15;ARO / SELLO                             ;129;O RING;40100;40100;40100;;40130;;1;SC1;SUCURSAL 1                                                                                          ;HCE-09-0908                                       ;0;NINGUNO.;;C;978.85;$;0;40100.73117;1
463;037;0001707        ;FC ;13    ;1;2;2.979;20302241598              ;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;AV. ARGENTINA 4453 - CALLAO                                                                         ;20;CHEQUE DIFERIDO 30 DIAS;Dólares Americanos;FACTURA;2599;11;7.55;83.05;0;0;15.7795;0;98.8295;7009311330CP                                      ;                                                                                                    ;ANILLO DE RESPALDO                                                                                  ;1;UNIDAD (ES)                                       ;15;ARO / SELLO                             ;241;RESPALDO;40100;40100;40100;;40130;;1;SC1;SUCURSAL 1                                                                                          ;HCE-09-0908                                       ;0;NINGUNO.;;C;978.85;$;0;40100.73117;1
463;037;0001707        ;FC ;13    ;1;2;2.979;20302241598              ;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;AV. ARGENTINA 4453 - CALLAO                                                                         ;20;CHEQUE DIFERIDO 30 DIAS;Dólares Americanos;FACTURA;2600;1;3.64;3.64;0;0;0.6916;0;4.3316;7097492170CP                                      ;                                                                                                    ;JUNTA ANULAR                                                                                        ;1;UNIDAD (ES)                                       ;15;ARO / SELLO                             ;129;O RING;40100;40100;40100;;40130;;1;SC1;SUCURSAL 1                                                                                          ;HCE-09-0908                                       ;0;NINGUNO.;;C;978.85;$;0;40100.73117;1
463;037;0001707        ;FC ;13    ;1;2;2.979;20302241598              ;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;AV. ARGENTINA 4453 - CALLAO                                                                         ;20;CHEQUE DIFERIDO 30 DIAS;Dólares Americanos;FACTURA;2601;1;71.44;71.44;0;0;13.5736;0;85.0136;700105200CP                                       ;                                                                                                    ;ANILLO DE RESPALDO                                                                                  ;1;UNIDAD (ES)                                       ;15;ARO / SELLO                             ;241;RESPALDO;40100;40100;40100;;40130;;1;SC1;SUCURSAL 1                                                                                          ;HCE-09-0908                                       ;0;NINGUNO.;;C;978.85;$;0;40100.73117;1
463;037;0001707        ;FC ;13    ;1;2;2.979;20302241598              ;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;AV. ARGENTINA 4453 - CALLAO                                                                         ;20;CHEQUE DIFERIDO 30 DIAS;Dólares Americanos;FACTURA;2602;1;45.79;45.79;0;0;8.7001;0;54.4901;700105220CP                                       ;                                                                                                    ;ANILLO DE RESPALDO                                                                                  ;1;UNIDAD (ES)                                       ;15;ARO / SELLO                             ;241;RESPALDO;40100;40100;40100;;40130;;1;SC1;SUCURSAL 1                                                                                          ;HCE-09-0908                                       ;0;NINGUNO.;;C;978.85;$;0;40100.73117;1
463;037;0001707        ;FC ;13    ;1;2;2.979;20302241598              ;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;AV. ARGENTINA 4453 - CALLAO                                                                         ;20;CHEQUE DIFERIDO 30 DIAS;Dólares Americanos;FACTURA;2598;2;10.19;20.38;0;0;3.8722;0;24.2522;7001331161CP                                      ;                                                                                                    ;JUNTA ANULAR                                                                                        ;1;UNIDAD (ES)                                       ;15;ARO / SELLO                             ;129;O RING;40100;40100;40100;;40130;;1;SC1;SUCURSAL 1                                                                                          ;HCE-09-0908                                       ;0;NINGUNO.;;C;978.85;$;0;40100.73117;1
464;037;0001669        ;FC ;14    ;1;2;2.979;20302241598              ;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;AV. ARGENTINA 4453 - CALLAO                                                                         ;20;CHEQUE DIFERIDO 30 DIAS;Dólares Americanos;FACTURA;2598;1;10.19;10.19;0;0;1.9361;0;12.1261;7001331161CP                                      ;                                                                                                    ;JUNTA ANULAR                                                                                        ;1;UNIDAD (ES)                                       ;15;ARO / SELLO                             ;129;O RING;40100;40100;40100;;40130;;1;SC1;SUCURSAL 1                                                                                          ;HCE-09-0908                                       ;0;NINGUNO.;;C;12.13;$;0;40100.73819;1
465;001;0023447        ;FC ;15    ;5;2;2.979;20100063761              ;FUNDICION CENTRAL S.A.                                                                              ;Mz C Lote 10, Calle1 - Urb. Santa Raquel- Ate Lima - Perú                                           ;12;LETRA ;Dólares Americanos;FACTURA;888;10;67;670;0;0;127.3;0;797.3;61E7-0101CP                                       ;                                                                                                    ;PUNTA R360LC7-A                                                                                     ;1;UNIDAD (ES)                                       ;8;ESTRUCTURA                              ;267;PUNTA;40107;40107;40107;;40107;;1;SC1;SUCURSAL 1                                                                                          ;HCE-09-1007                                       ;0;NINGUNO.;;C;797.3;$;0;40107.55569;1
466;037;0002105        ;FC ;16    ;1;2;2.979;20302241598              ;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;AV. ARGENTINA 4453 - CALLAO                                                                         ;20;CHEQUE DIFERIDO 30 DIAS;Dólares Americanos;FACTURA;2717;2;532.78;1065.56;0;0;202.4564;0;1268.0164;4940170CP                                         ;                                                                                                    ;INYECTOR                                                                                            ;1;UNIDAD (ES)                                       ;29;SISTEMA DE INYECCION                    ;259;INYECTOR;40108;40108;40108;;40138;;1;SC1;SUCURSAL 1                                                                                          ;HCE-09-1008                                       ;0;NINGUNO.;;C;1268.02;$;0;40108.82942;1
467;001;00858          ;FC ;17    ;4;1;2.979;20517763641              ;HYDRAULICS SOLUTIONS S.A.C.                                                                         ;"MZA. E5 LOTE. 1 SAPOTAL II ETAPA LIMA - LIMA - SANTA ANITA
                                         ";22;A TRATAR;Nuevos Soles;FACTURA;890;2;529.41;1058.82;0;0;201.1758;0;1259.9958;31NA-61012CP                                      ;                                                                                                    ;MANGUERA DE A/P 0X90 R360LC-7 / A (31NA-61011)                                                      ;1;UNIDAD (ES)                                       ;5;MANGUERA                                ;8;MANGUERA HIDRAULICA;40116;40116;40116;;40147;;1;SC1;SUCURSAL 1                                                                                          ;                                                  ;0;NINGUNO.;;C;1260;S/;0;40116.75751;1
468;007;0146057        ;FC ;9     ;27;2;2.979;20258007370              ;DIPROXER                                                                                            ;AV. JUAN BIELOVUCIC # 1325 LINCE                                                                    ;19;FACTURA 30 DIAS;Dólares Americanos;FACTURA;2738;2;31;62;0;0;11.78;0;73.78;106R1277                                          ;                                                                                                    ;TONER XEROX 5020                                                                                    ;1;UNIDAD (ES)                                       ;3;ACCESORIO                               ;5;AMORTIGUADOR;40120;40120;40120;;40150;;1;SC1;SUCURSAL 1                                                                                          ;HCE-09-1009                                       ;0;NINGUNO.;;C;408.41;$;0;40120.46837;1
468;007;0146057        ;FC ;9     ;27;2;2.979;20258007370              ;DIPROXER                                                                                            ;AV. JUAN BIELOVUCIC # 1325 LINCE                                                                    ;19;FACTURA 30 DIAS;Dólares Americanos;FACTURA;2739;1;165;165;0;0;31.35;0;196.35;101R432                                           ;                                                                                                    ;CILINDRO XEROX 5020                                                                                 ;1;UNIDAD (ES)                                       ;16;SOPORTE                                 ;247;SOPORTE DE CAÑERIA;40120;40120;40120;;40150;;1;SC1;SUCURSAL 1                                                                                          ;HCE-09-1009                                       ;0;NINGUNO.;;C;408.41;$;0;40120.46837;1
468;007;0146057        ;FC ;9     ;27;2;2.979;20258007370              ;DIPROXER                                                                                            ;AV. JUAN BIELOVUCIC # 1325 LINCE                                                                    ;19;FACTURA 30 DIAS;Dólares Americanos;FACTURA;2740;3;8.3;24.9;0;0;4.731;0;29.631;T073120                                           ;                                                                                                    ;TINTA EPSON STYLUS CX4900                                                                           ;1;UNIDAD (ES)                                       ;3;ACCESORIO                               ;5;AMORTIGUADOR;40120;40120;40120;;40150;;1;SC1;SUCURSAL 1                                                                                          ;HCE-09-1009                                       ;0;NINGUNO.;;C;408.41;$;0;40120.46837;1
468;007;0146057        ;FC ;9     ;27;2;2.979;20258007370              ;DIPROXER                                                                                            ;AV. JUAN BIELOVUCIC # 1325 LINCE                                                                    ;19;FACTURA 30 DIAS;Dólares Americanos;FACTURA;2741;1;8.3;8.3;0;0;1.577;0;9.877;T073320                                           ;                                                                                                    ;TINTA EPSON STYLUS CX4900                                                                           ;1;UNIDAD (ES)                                       ;3;ACCESORIO                               ;5;AMORTIGUADOR;40120;40120;40120;;40150;;1;SC1;SUCURSAL 1                                                                                          ;HCE-09-1009                                       ;0;NINGUNO.;;C;408.41;$;0;40120.46837;1
468;007;0146057        ;FC ;9     ;27;2;2.979;20258007370              ;DIPROXER                                                                                            ;AV. JUAN BIELOVUCIC # 1325 LINCE                                                                    ;19;FACTURA 30 DIAS;Dólares Americanos;FACTURA;2742;2;8.3;16.6;0;0;3.154;0;19.754;T073420                                           ;                                                                                                    ;TINTA EPSON STYLUS CX4900                                                                           ;1;UNIDAD (ES)                                       ;3;ACCESORIO                               ;5;AMORTIGUADOR;40120;40120;40120;;40150;;1;SC1;SUCURSAL 1                                                                                          ;HCE-09-1009                                       ;0;NINGUNO.;;C;408.41;$;0;40120.46837;1
468;007;0146057        ;FC ;9     ;27;2;2.979;20258007370              ;DIPROXER                                                                                            ;AV. JUAN BIELOVUCIC # 1325 LINCE                                                                    ;19;FACTURA 30 DIAS;Dólares Americanos;FACTURA;2743;3;8.3;24.9;0;0;4.731;0;29.631;T063320                                           ;                                                                                                    ;TINTA EPSON STYLUS CX4700                                                                           ;1;UNIDAD (ES)                                       ;3;ACCESORIO                               ;5;AMORTIGUADOR;40120;40120;40120;;40150;;1;SC1;SUCURSAL 1                                                                                          ;HCE-09-1009                                       ;0;NINGUNO.;;C;408.41;$;0;40120.46837;1
468;007;0146057        ;FC ;9     ;27;2;2.979;20258007370              ;DIPROXER                                                                                            ;AV. JUAN BIELOVUCIC # 1325 LINCE                                                                    ;19;FACTURA 30 DIAS;Dólares Americanos;FACTURA;2744;3;8.3;24.9;0;0;4.731;0;29.631;T063220                                           ;                                                                                                    ;TINTA EPSON STYLUS CX4700                                                                           ;1;UNIDAD (ES)                                       ;3;ACCESORIO                               ;5;AMORTIGUADOR;40120;40120;40120;;40150;;1;SC1;SUCURSAL 1                                                                                          ;HCE-09-1009                                       ;0;NINGUNO.;;C;408.41;$;0;40120.46837;1
468;007;0146057        ;FC ;9     ;27;2;2.979;20258007370              ;DIPROXER                                                                                            ;AV. JUAN BIELOVUCIC # 1325 LINCE                                                                    ;19;FACTURA 30 DIAS;Dólares Americanos;FACTURA;2745;2;8.3;16.6;0;0;3.154;0;19.754;T063120                                           ;                                                                                                    ;TINTA EPSON STYLUS CX4700                                                                           ;1;UNIDAD (ES)                                       ;3;ACCESORIO                               ;5;AMORTIGUADOR;40120;40120;40120;;40150;;1;SC1;SUCURSAL 1                                                                                          ;HCE-09-1009                                       ;0;NINGUNO.;;C;408.41;$;0;40120.46837;1
469;001;0010703        ;FC ;10    ;7;2;2.979;20512834656              ;ECOREP S.A.C.                                                                                       ;AV. JAVIER PRADO ESTE NRO. 1520 LIMA - LIMA - SAN ISIDRO                                            ;19;FACTURA 30 DIAS;Dólares Americanos;FACTURA;10;12;13.54;162.48;0;0;30.8712;0;193.3512;WF2073                                            ;WF2073                                                                                              ;FILTRO DE REFRIGERANTE (11NA-70210)                                                                 ;1;UNIDAD (ES)                                       ;1;FILTRO                                  ;2;FILTRO DE REFRIGERANTE;40121;40121;40121;;40151;;1;SC1;SUCURSAL 1                                                                                          ;HCE-09-1010                                       ;0;NINGUNO.;;C;984.94;$;0;40121.46481;1
469;001;0010703        ;FC ;10    ;7;2;2.979;20512834656              ;ECOREP S.A.C.                                                                                       ;AV. JAVIER PRADO ESTE NRO. 1520 LIMA - LIMA - SAN ISIDRO                                            ;19;FACTURA 30 DIAS;Dólares Americanos;FACTURA;7;8;13.49;107.92;0;0;20.5048;0;128.4248;FF5580                                            ;FF5580                                                                                              ;FILTRO DE COMBUSTIBLE (11LB-70020)                                                                  ;1;UNIDAD (ES)                                       ;1;FILTRO                                  ;3;FILTRO DE PETROLEO ;40121;40121;40121;;40151;;1;SC1;SUCURSAL 1                                                                                          ;HCE-09-1010                                       ;0;NINGUNO.;;C;984.94;$;0;40121.46481;1
469;001;0010703        ;FC ;10    ;7;2;2.979;20512834656              ;ECOREP S.A.C.                                                                                       ;AV. JAVIER PRADO ESTE NRO. 1520 LIMA - LIMA - SAN ISIDRO                                            ;19;FACTURA 30 DIAS;Dólares Americanos;FACTURA;15;6;33.34;200.04;0;0;38.0076;0;238.0476;LF9001                                            ;LF9001                                                                                              ;FILTRO DE ACEITE (11NB-70110)                                                                       ;1;UNIDAD (ES)                                       ;1;FILTRO                                  ;26;FILTRO DE ACEITE;40121;40121;40121;;40151;;1;SC1;SUCURSAL 1                                                                                          ;HCE-09-1010                                       ;0;NINGUNO.;;C;984.94;$;0;40121.46481;1
469;001;0010703        ;FC ;10    ;7;2;2.979;20512834656              ;ECOREP S.A.C.                                                                                       ;AV. JAVIER PRADO ESTE NRO. 1520 LIMA - LIMA - SAN ISIDRO                                            ;19;FACTURA 30 DIAS;Dólares Americanos;FACTURA;14;12;29.77;357.24;0;0;67.8756;0;425.1156;LF9009                                            ;LF9009                                                                                              ;FILTRO DE ACEITE (11NA-70110)                                                                       ;1;UNIDAD (ES)                                       ;1;FILTRO                                  ;26;FILTRO DE ACEITE;40121;40121;40121;;40151;;1;SC1;SUCURSAL 1                                                                                          ;HCE-09-1010                                       ;0;NINGUNO.;;C;984.94;$;0;40121.46481;1
470;005;00799          ;FC ;11    ;4;1;2.979;20517763641              ;HYDRAULICS SOLUTIONS S.A.C.                                                                         ;"MZA. E5 LOTE. 1 SAPOTAL II ETAPA LIMA - LIMA - SANTA ANITA
                                         ";19;FACTURA 30 DIAS;Nuevos Soles;FACTURA;2762;1;319.33;319.33;0;0;60.6727;0;380.0027;31LH-00041CP                                      ;                                                                                                    ;TUBERIA WA                                                                                          ;1;UNIDAD (ES)                                       ;5;MANGUERA                                ;8;MANGUERA HIDRAULICA;40123;40123;40123;;40153;;1;SC1;SUCURSAL 1                                                                                          ;                                                  ;0;NINGUNO.;;C;380;S/;0;40123.44132;1
471;001;021540         ;FC ;12    ;51;1;2.979;20504109195              ;MASILJO PERU SAC.                                                                                   ;JR. LOS EBANOS NRO 414                                                                              ;21;FACTURA 15 DIAS;Nuevos Soles;FACTURA;2753;6;82;492;0;0;93.48;0;585.48;ROP1                                              ;                                                                                                    ;MAMELUCO DRILL                                                                                      ;1;UNIDAD (ES)                                       ;9;ACCESORIO                               ;72;ABRAZADERA;40128;40128;40128;;40143;;1;SC1;SUCURSAL 1                                                                                          ;                                                  ;0;NINGUNO.;;C;749.7;S/;0;40128.70709;1
471;001;021540         ;FC ;12    ;51;1;2.979;20504109195              ;MASILJO PERU SAC.                                                                                   ;JR. LOS EBANOS NRO 414                                                                              ;21;FACTURA 15 DIAS;Nuevos Soles;FACTURA;2759;2;69;138;0;0;26.22;0;164.22;ROP7                                              ;                                                                                                    ;PARES DE BOTINES DE SEGURIDAD PUNTA DE ACERO                                                        ;1;UNIDAD (ES)                                       ;9;ACCESORIO                               ;72;ABRAZADERA;40128;40128;40128;;40143;;1;SC1;SUCURSAL 1                                                                                          ;                                                  ;0;NINGUNO.;;C;749.7;S/;0;40128.70709;1
472;001;0057674        ;FC ;13    ;36;2;2.979;20100296439              ;IGARDI HERRAMIENTAS S.A.                                                                            ;AV . JAVIER PRADO ESTE # 1131 LIMA 13                                                               ;19;FACTURA 30 DIAS;Dólares Americanos;FACTURA;2765;1;79.33;79.33;0;0;15.0727;0;94.4027;T7M-665                                           ;                                                                                                    ;"DADO IMPACTO 65MMX1"" 6 PUNTAS                                                                       ";1;UNIDAD (ES)                                       ;3;ACCESORIO                               ;5;AMORTIGUADOR;40128;40128;40128;;40158;;1;SC1;SUCURSAL 1                                                                                          ;HCE-09-1102                                       ;0;NINGUNO.;;C;94.4;$;0;40128.71178;1
473;001;007860         ;FC ;14    ;3;2;2.979;20508753421              ;DIESEL HYDRAULIC SYSTEM S.A.C.                                                                      ;"AV. NICOLAS ARRIOLA, NRO. 1423 URB. APOLO, LA VICTORIA
                                             ";1;CONTADO;Dólares Americanos;FACTURA;2250;1;50.42;50.42;0;0;9.5798;0;59.9998;S732-105040CP                                     ;                                                                                                    ;DU-BUSHING (S732-105040)                                                                            ;1;UNIDAD (ES)                                       ;8;OTROS;43;BOCINA;40129;40129;40129;;40129;;1;SC1;SUCURSAL 1                                                                                          ;HCE-09-1103                                       ;0;NINGUNO.;;C;60;$;0;40129.37044;1
474;001;0010896        ;FC ;15    ;7;2;2.979;20512834656              ;ECOREP S.A.C.                                                                                       ;AV. JAVIER PRADO ESTE NRO. 1520 LIMA - LIMA - SAN ISIDRO                                            ;19;FACTURA 30 DIAS;Dólares Americanos;FACTURA;2;6;23.9;143.4;0;0;27.246;0;170.646;HF35140                                           ;                                                                                                    ;FILTRO HIDRAULICO                                                                                   ;1;UNIDAD (ES)                                       ;1;FILTRO                                  ;30;FILTRO HIDRAULICO;40134;40134;40134;;40164;;1;SC1;SUCURSAL 1                                                                                          ;HCE-09-1105                                       ;0;NINGUNO.;;C;781.76;$;0;40134.61689;1
474;001;0010896        ;FC ;15    ;7;2;2.979;20512834656              ;ECOREP S.A.C.                                                                                       ;AV. JAVIER PRADO ESTE NRO. 1520 LIMA - LIMA - SAN ISIDRO                                            ;19;FACTURA 30 DIAS;Dólares Americanos;FACTURA;14;9;28.63;257.67;0;0;48.9573;0;306.6273;LF9009                                            ;LF9009                                                                                              ;FILTRO DE ACEITE (11NA-70110)                                                                       ;1;UNIDAD (ES)                                       ;1;FILTRO                                  ;26;FILTRO DE ACEITE;40134;40134;40134;;40164;;1;SC1;SUCURSAL 1                                                                                          ;HCE-09-1105                                       ;0;NINGUNO.;;C;781.76;$;0;40134.61689;1
474;001;0010896        ;FC ;15    ;7;2;2.979;20512834656              ;ECOREP S.A.C.                                                                                       ;AV. JAVIER PRADO ESTE NRO. 1520 LIMA - LIMA - SAN ISIDRO                                            ;19;FACTURA 30 DIAS;Dólares Americanos;FACTURA;7;9;12.97;116.73;0;0;22.1787;0;138.9087;FF5580                                            ;FF5580                                                                                              ;FILTRO DE COMBUSTIBLE (11LB-70020)                                                                  ;1;UNIDAD (ES)                                       ;1;FILTRO                                  ;3;FILTRO DE PETROLEO ;40134;40134;40134;;40164;;1;SC1;SUCURSAL 1                                                                                          ;HCE-09-1105                                       ;0;NINGUNO.;;C;781.76;$;0;40134.61689;1
474;001;0010896        ;FC ;15    ;7;2;2.979;20512834656              ;ECOREP S.A.C.                                                                                       ;AV. JAVIER PRADO ESTE NRO. 1520 LIMA - LIMA - SAN ISIDRO                                            ;19;FACTURA 30 DIAS;Dólares Americanos;FACTURA;10;6;13.01;78.06;0;0;14.8314;0;92.8914;WF2073                                            ;WF2073                                                                                              ;FILTRO DE REFRIGERANTE (11NA-70210)                                                                 ;1;UNIDAD (ES)                                       ;1;FILTRO                                  ;2;FILTRO DE REFRIGERANTE;40134;40134;40134;;40164;;1;SC1;SUCURSAL 1                                                                                          ;HCE-09-1105                                       ;0;NINGUNO.;;C;781.76;$;0;40134.61689;1
474;001;0010896        ;FC ;15    ;7;2;2.979;20512834656              ;ECOREP S.A.C.                                                                                       ;AV. JAVIER PRADO ESTE NRO. 1520 LIMA - LIMA - SAN ISIDRO                                            ;19;FACTURA 30 DIAS;Dólares Americanos;FACTURA;4;6;10.18;61.08;0;0;11.6052;0;72.6852;FS1000                                            ;FS1000                                                                                              ;FILTRO SEPARADOR E COMBUSTIBLE (11NB-70010)                                                         ;1;UNIDAD (ES)                                       ;1;FILTRO                                  ;4;FILTRO DE PETROLEO CON SEPARADOR DE AGUA;40134;40134;40134;;40164;;1;SC1;SUCURSAL 1                                                                                          ;HCE-09-1105                                       ;0;NINGUNO.;;C;781.76;$;0;40134.61689;1
475;001;0023617        ;FC ;16    ;5;2;2.979;20100063761              ;FUNDICION CENTRAL S.A.                                                                              ;Mz C Lote 10, Calle1 - Urb. Santa Raquel- Ate Lima - Perú                                           ;22;A TRATAR;Dólares Americanos;FACTURA;542;2;75;150;0;0;28.5;0;178.5;61N8-31320                                        ;61N8-31320                                                                                          ;ADAPTER-TOOTH                                                                                       ;1;UNIDAD (ES)                                       ;8;ESTRUCTURA                              ;89;ACOPLE;40136;40136;40136;;40166;;1;SC1;SUCURSAL 1                                                                                          ;HCE-09-1104                                       ;0;NINGUNO.;;C;178.5;$;0;40136.50971;1
476;001;021745         ;FC ;17    ;51;1;2.979;20504109195              ;MASILJO PERU SAC.                                                                                   ;JR. LOS EBANOS NRO 414                                                                              ;19;FACTURA 30 DIAS;Nuevos Soles;FACTURA;2753;4;82;328;0;0;62.32;0;390.32;ROP1                                              ;                                                                                                    ;MAMELUCO DRILL                                                                                      ;1;UNIDAD (ES)                                       ;9;ACCESORIO                               ;72;ABRAZADERA;40141;40141;40141;;40171;;1;SC1;SUCURSAL 1                                                                                          ;HCE-09-1101                                       ;0;NINGUNO.;;C;2025.62;S/;0;40141.75273;1
476;001;021745         ;FC ;17    ;51;1;2.979;20504109195              ;MASILJO PERU SAC.                                                                                   ;JR. LOS EBANOS NRO 414                                                                              ;19;FACTURA 30 DIAS;Nuevos Soles;FACTURA;2755;10;38;380;0;0;72.2;0;452.2;ROP3                                              ;                                                                                                    ;CHALECO DRILL                                                                                       ;1;UNIDAD (ES)                                       ;9;ACCESORIO                               ;72;ABRAZADERA;40141;40141;40141;;40171;;1;SC1;SUCURSAL 1                                                                                          ;HCE-09-1101                                       ;0;NINGUNO.;;C;2025.62;S/;0;40141.75273;1
476;001;021745         ;FC ;17    ;51;1;2.979;20504109195              ;MASILJO PERU SAC.                                                                                   ;JR. LOS EBANOS NRO 414                                                                              ;19;FACTURA 30 DIAS;Nuevos Soles;FACTURA;2756;5;25.26;126.3;0;0;23.997;0;150.297;ROP4                                              ;                                                                                                    ;CASCO DE SEGURIDAD 3M                                                                               ;1;UNIDAD (ES)                                       ;9;ACCESORIO                               ;72;ABRAZADERA;40141;40141;40141;;40171;;1;SC1;SUCURSAL 1                                                                                          ;HCE-09-1101                                       ;0;NINGUNO.;;C;2025.62;S/;0;40141.75273;1
476;001;021745         ;FC ;17    ;51;1;2.979;20504109195              ;MASILJO PERU SAC.                                                                                   ;JR. LOS EBANOS NRO 414                                                                              ;19;FACTURA 30 DIAS;Nuevos Soles;FACTURA;2757;24;9.5;228;0;0;43.32;0;271.32;ROP5                                              ;                                                                                                    ;PARES DE GUANTES DE BADANA                                                                          ;1;UNIDAD (ES)                                       ;9;ACCESORIO                               ;72;ABRAZADERA;40141;40141;40141;;40171;;1;SC1;SUCURSAL 1                                                                                          ;HCE-09-1101                                       ;0;NINGUNO.;;C;2025.62;S/;0;40141.75273;1
476;001;021745         ;FC ;17    ;51;1;2.979;20504109195              ;MASILJO PERU SAC.                                                                                   ;JR. LOS EBANOS NRO 414                                                                              ;19;FACTURA 30 DIAS;Nuevos Soles;FACTURA;2758;10;5.63;56.3;0;0;10.697;0;66.997;ROP6                                              ;                                                                                                    ;ANTEOJOS DE SEGURIDAD 3M                                                                            ;1;UNIDAD (ES)                                       ;9;ACCESORIO                               ;72;ABRAZADERA;40141;40141;40141;;40171;;1;SC1;SUCURSAL 1                                                                                          ;HCE-09-1101                                       ;0;NINGUNO.;;C;2025.62;S/;0;40141.75273;1
476;001;021745         ;FC ;17    ;51;1;2.979;20504109195              ;MASILJO PERU SAC.                                                                                   ;JR. LOS EBANOS NRO 414                                                                              ;19;FACTURA 30 DIAS;Nuevos Soles;FACTURA;2759;8;69;552;0;0;104.88;0;656.88;ROP7                                              ;                                                                                                    ;PARES DE BOTINES DE SEGURIDAD PUNTA DE ACERO                                                        ;1;UNIDAD (ES)                                       ;9;ACCESORIO                               ;72;ABRAZADERA;40141;40141;40141;;40171;;1;SC1;SUCURSAL 1                                                                                          ;HCE-09-1101                                       ;0;NINGUNO.;;C;2025.62;S/;0;40141.75273;1
476;001;021745         ;FC ;17    ;51;1;2.979;20504109195              ;MASILJO PERU SAC.                                                                                   ;JR. LOS EBANOS NRO 414                                                                              ;19;FACTURA 30 DIAS;Nuevos Soles;FACTURA;2760;8;3.95;31.6;0;0;6.004;0;37.604;ROP8                                              ;                                                                                                    ;TAPON DE OIDO 3M EN ESTUCHE                                                                         ;1;UNIDAD (ES)                                       ;9;ACCESORIO                               ;72;ABRAZADERA;40141;40141;40141;;40171;;1;SC1;SUCURSAL 1                                                                                          ;HCE-09-1101                                       ;0;NINGUNO.;;C;2025.62;S/;0;40141.75273;1
477;001;0023642        ;FC ;18    ;5;2;2.979;20100063761              ;FUNDICION CENTRAL S.A.                                                                              ;Mz C Lote 10, Calle1 - Urb. Santa Raquel- Ate Lima - Perú                                           ;12;LETRA ;Dólares Americanos;FACTURA;1569;7;105;735;0;0;139.65;0;874.65;64L1-01200CP                                      ;                                                                                                    ;TOOTH ADAPTER-CENTER                                                                                ;1;UNIDAD (ES)                                       ;8;ESTRUCTURA                              ;89;ACOPLE;40142;40142;40142;;40142;;1;SC1;SUCURSAL 1                                                                                          ;HCE-09-1106                                       ;0;NINGUNO.;;C;1603.53;$;0;40142.58742;1
477;001;0023642        ;FC ;18    ;5;2;2.979;20100063761              ;FUNDICION CENTRAL S.A.                                                                              ;Mz C Lote 10, Calle1 - Urb. Santa Raquel- Ate Lima - Perú                                           ;12;LETRA ;Dólares Americanos;FACTURA;1570;1;115;115;0;0;21.85;0;136.85;64L1-01210CP                                      ;                                                                                                    ;TOOTH ADAPTER-LH                                                                                    ;1;UNIDAD (ES)                                       ;8;ESTRUCTURA                              ;89;ACOPLE;40142;40142;40142;;40142;;1;SC1;SUCURSAL 1                                                                                          ;HCE-09-1106                                       ;0;NINGUNO.;;C;1603.53;$;0;40142.58742;1
477;001;0023642        ;FC ;18    ;5;2;2.979;20100063761              ;FUNDICION CENTRAL S.A.                                                                              ;Mz C Lote 10, Calle1 - Urb. Santa Raquel- Ate Lima - Perú                                           ;12;LETRA ;Dólares Americanos;FACTURA;1571;1;115;115;0;0;21.85;0;136.85;64L1-01220CP                                      ;                                                                                                    ;TOOTH ADAPTER-RH                                                                                    ;1;UNIDAD (ES)                                       ;8;ESTRUCTURA                              ;89;ACOPLE;40142;40142;40142;;40142;;1;SC1;SUCURSAL 1                                                                                          ;HCE-09-1106                                       ;0;NINGUNO.;;C;1603.53;$;0;40142.58742;1
